Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
Chris Stewart,"CGY, MIN, PHI",R,70,674,8,7,5,2,15,57.69,66,12.12,6.14,104,89,61,37,4,5,19,8,7,1,0,9,11,9,83,26,18,3,6,33.33
Matthew Peca,"MTL, OTT, T.B",C,63,609.76666666667,5,10,7,3,15,78.95,59,8.47,4.87,104,74,53,25,3,7,2,1,1,0,0,9,18,7,57,83,27,179,156,53.43
Gemel Smith,"BOS, DAL, T.B",C,66,588.03333333333,9,6,6,0,15,71.43,55,16.36,4.57,81,65,50,24,2,5,14,7,7,0,0,5,7,18,47,54,15,56,58,49.12
Antti Suomela,S.J,C,47,484.98333333333,4,11,5,6,15,83.33,59,6.78,6.85,101,86,61,36,3,12,8,4,4,0,0,3,11,11,37,53,16,150,164,47.77
Max Comtois,ANA,L,39,452.36666666667,5,10,6,4,15,75.00,31,16.13,3.92,69,55,40,21,4,3,18,6,4,2,0,6,21,6,83,28,10,6,20,23.08
Gustav Forsling,CHI,D,84,1261.3,3,11,3,8,14,34.15,119,2.52,4.43,231,140,57,11,4,11,34,17,17,0,0,10,48,26,59,133,65,0,0,-
Oliver Kylington,CGY,D,86,1106.5833333333,4,10,5,5,14,40.00,56,7.14,2.51,152,95,39,4,7,6,22,11,11,0,0,9,60,20,47,90,74,0,0,-
Max Jones,ANA,L,89,1079.2166666667,9,5,4,1,14,53.85,136,6.62,13.84,246,188,161,87,5,10,34,17,17,0,0,18,37,28,109,105,21,10,17,37.04
Ryan Lindgren,NYR,D,65,904.93333333333,1,13,5,8,14,29.79,51,1.96,1.8,95,63,28,3,1,2,31,13,12,1,0,14,21,23,92,116,51,0,0,-
Kevin Rooney,N.J,C,91,899.8,7,7,4,3,14,50.00,84,8.33,7.98,137,116,88,40,3,2,17,7,6,1,0,14,17,24,136,110,36,316,340,48.17
Brendan Guhle,"ANA, BUF",D,56,867.38333333333,4,10,5,5,14,42.42,86,4.65,3.51,171,119,48,10,1,12,16,8,8,0,0,3,30,8,39,91,51,0,0,-
Remi Elie,"BUF, DAL",L,88,860.45,5,9,7,2,14,58.33,77,6.49,7.94,150,121,80,42,3,12,20,10,10,0,0,17,28,22,128,96,22,6,9,40.00
Dominic Toninato,"COL, FLA",C,85,764.56666666667,5,9,5,4,14,48.28,60,8.33,7.55,112,86,71,34,8,12,33,15,14,1,0,13,18,20,81,99,37,200,244,45.05
Blake Lizotte,L.A,C,66,749.48333333333,2,12,6,6,14,77.78,70,2.86,6.78,135,101,77,41,5,9,18,9,9,0,0,16,16,18,41,101,23,275,278,49.73
Dryden Hunt,FLA,L,63,667.4,2,12,6,6,14,66.67,97,2.06,6.41,158,126,68,24,4,8,24,12,12,0,0,8,15,17,123,93,19,1,6,14.29
Ross Johnston,NYI,L,73,608.15,7,7,4,3,14,58.33,47,14.89,6,73,61,62,42,1,5,82,25,16,8,1,14,11,11,182,63,26,2,5,28.57
Daniel Carr,"MTL, NSH, VGK",L,55,585.53333333333,6,8,3,5,14,63.64,67,8.96,6.66,129,100,74,43,1,5,12,6,6,0,0,9,14,23,48,94,20,3,14,17.65
Matt Luff,L.A,R,51,528.68333333333,7,7,4,3,14,70.00,65,10.77,5.55,125,101,64,24,2,11,6,3,3,0,0,7,16,8,33,31,23,1,5,16.67
Oscar Fantenberg,"CGY, L.A, VAN",D,124,1700.4666666667,5,8,2,6,13,23.64,131,3.82,4.61,285,192,62,8,3,20,16,8,8,0,0,8,50,22,193,181,134,0,0,-
Chad Ruhwedel,PIT,D,103,1449.6833333333,5,8,1,7,13,29.55,127,3.94,3.93,255,176,51,4,4,10,30,15,15,0,0,15,34,24,157,130,73,0,0,-
Steven Santini,"N.J, NSH",D,77,1219.6666666667,3,10,5,5,13,32.50,90,3.33,2.94,155,123,28,4,7,3,26,13,13,0,0,9,17,12,183,118,89,0,0,-
Jonas Siegenthaler,WSH,D,90,1116.1833333333,2,11,7,4,13,28.26,52,3.85,1.79,140,80,35,2,3,6,34,17,17,0,0,10,44,14,69,133,109,0,0,-
Micheal Haley,"FLA, NYR, S.J",C,140,1039.0833333333,5,8,4,4,13,56.52,94,5.32,10.05,164,137,103,52,9,14,190,48,25,18,5,28,33,11,235,87,45,39,41,48.75
Miikka Salomaki,NSH,R,100,1002.0666666667,4,9,4,5,13,46.43,101,3.96,8.86,182,145,102,44,8,13,38,19,19,0,0,13,16,19,192,108,50,7,11,38.89
Francois Beauchemin,ANA,D,67,985.51666666667,3,10,6,4,13,30.95,79,3.80,2.26,155,105,30,5,2,13,22,10,10,0,0,2,37,10,95,62,92,0,0,-
Dean Kukan,CBJ,D,69,947.91666666667,0,13,7,6,13,37.14,72,0.00,2.82,130,91,21,4,1,5,20,10,10,0,0,5,20,11,42,78,56,0,0,-
J.T. Brown,"ANA, MIN, T.B",R,103,907.58333333333,4,9,5,4,13,54.17,91,4.40,7.32,167,126,81,39,10,13,27,9,6,3,0,14,20,26,169,84,34,55,75,42.31
Caleb Jones,EDM,D,60,876.43333333333,5,8,6,2,13,34.21,54,9.26,1.84,110,68,27,2,0,6,14,7,7,0,0,6,39,17,50,75,59,0,0,-
Carson Soucy,MIN,D,58,816.33333333333,6,7,6,1,13,36.11,61,9.84,2.46,111,85,33,8,0,6,8,4,4,0,0,10,14,17,67,60,46,0,0,-
Mark Letestu,"CBJ, EDM, WPG",C,89,807.2,4,9,5,4,13,68.42,65,6.15,5.02,122,89,54,22,2,7,8,4,4,0,0,1,13,12,60,43,30,353,304,53.73
Jason Chimera,"ANA, NYI",L,74,715.23333333333,3,10,6,4,13,56.52,79,3.80,6.09,132,109,73,32,6,5,29,13,12,1,0,6,25,8,130,52,14,11,14,44.00
Dylan Sikura,CHI,R,47,521.4,1,12,8,4,13,54.17,71,1.41,4.45,115,81,57,23,6,7,0,0,0,0,0,0,7,28,3,50,14,0,9,0.00
Valentin Zykov,"CAR, EDM, VGK",L,53,521.3,5,8,4,4,13,76.47,57,8.77,6.71,104,81,69,34,2,11,4,2,2,0,0,4,31,18,47,54,10,2,7,22.22
Jannik Hansen,S.J,R,46,512.68333333333,2,11,7,4,13,52.00,51,3.92,3.96,92,76,41,15,3,6,13,5,4,1,0,3,25,24,38,40,16,5,3,62.50
Karl Alzner,MTL,D,95,1563.4166666667,1,11,6,5,12,24.49,93,1.08,2.23,208,133,34,5,1,11,31,14,13,1,0,6,73,20,148,192,109,0,0,-
Fredrik Claesson,"N.J, NYR, OTT",D,106,1506.75,4,8,6,2,12,25.53,99,4.04,3.46,224,152,43,6,3,6,38,8,4,2,2,6,58,19,219,160,97,0,0,-
Anthony Bitetto,"MIN, NSH, WPG",D,119,1478.1666666667,1,11,3,8,12,23.53,105,0.95,3.88,223,160,40,10,4,7,60,27,25,2,0,10,45,27,244,165,101,0,0,-
Nick Seeler,"CHI, MIN",D,105,1243.3333333333,2,10,5,5,12,27.91,85,2.35,2.81,204,128,41,9,0,12,63,26,24,1,1,17,29,7,112,107,148,0,0,-
Casey Nelson,BUF,D,75,1161.7333333333,3,9,4,5,12,31.58,77,3.90,2.65,174,110,29,6,4,3,8,4,4,0,0,5,39,12,69,97,65,0,0,-
Mark Barberio,COL,D,79,1080.05,3,9,5,4,12,33.33,87,3.45,3.73,188,126,49,8,1,15,44,22,22,0,0,4,34,15,49,81,68,0,0,-
Kurtis MacDermid,L.A,D,90,1022.05,4,8,4,4,12,41.38,72,5.56,2.8,160,107,34,6,4,12,77,28,21,7,0,10,59,8,191,96,61,0,0,-
Xavier Ouellet,"DET, MTL",D,76,992.75,0,12,6,6,12,34.29,92,0.00,3.66,192,140,43,6,4,10,17,7,6,1,0,5,25,12,92,74,68,0,0,-
Lukas Sedlak,CBJ,C,100,847.6,7,5,1,4,12,46.15,87,8.05,9.98,157,133,106,58,5,10,18,9,9,0,0,17,16,18,145,134,42,214,205,51.07
Tommy Wingels,"BOS, CHI","C, R",75,730.03333333333,5,7,5,2,12,57.14,75,6.67,6.77,131,111,78,29,3,7,28,14,14,0,0,16,16,17,174,89,33,176,207,45.95
Eric Robinson,CBJ,L,64,698,7,5,3,2,12,48.00,89,7.87,7.77,152,121,92,39,9,8,8,4,4,0,0,6,16,13,103,89,16,4,7,36.36
Kiefer Sherwood,ANA,R,60,665.58333333333,6,6,2,4,12,57.14,75,8.00,6.6,141,111,77,28,6,10,12,6,6,0,0,7,27,21,103,73,22,7,9,43.75
Markus Hannikainen,CBJ,L,77,659.83333333333,7,5,2,3,12,75.00,80,8.75,6.93,131,104,66,38,4,8,8,3,3,0,0,12,5,20,92,76,23,3,2,60.00
Paul Carey,"BOS, NYR, OTT",C,68,659.63333333333,5,7,5,2,12,66.67,51,9.80,4.22,95,72,50,26,2,5,16,8,8,0,0,3,34,23,68,48,23,18,24,42.86
Matt Stajan,CGY,C,68,628.48333333333,4,8,4,4,12,63.16,59,6.78,6.42,92,79,61,39,3,7,24,12,12,0,0,6,13,13,74,51,27,205,188,52.16
Henrik Borgstrom,FLA,C,58,615.55,6,6,1,5,12,54.55,52,11.54,3.94,80,64,46,23,2,2,4,2,2,0,0,3,27,26,13,40,13,182,257,41.46
Anton Slepyshev,EDM,L,50,571.41666666667,6,6,5,1,12,60.00,68,8.82,6.93,130,101,80,34,4,11,8,4,4,0,0,5,18,25,61,63,16,1,6,14.29
Marian Gaborik,"L.A, OTT",R,46,535.8,7,5,5,0,12,66.67,56,12.50,5.99,124,90,71,28,4,6,14,7,7,0,0,4,18,13,11,24,9,0,0,-
Brett Seney,N.J,L,53,531.78333333333,5,7,5,2,12,75.00,50,10.00,4.37,76,62,38,21,3,6,20,10,10,0,0,18,20,18,50,51,14,97,160,37.74
Rudolfs Balcers,OTT,L,51,530.66666666667,3,9,4,5,12,75.00,59,5.08,6.79,109,90,80,33,4,16,8,4,4,0,0,3,16,18,37,54,29,1,5,16.67
Pierre Engvall,TOR,L,48,499.45,6,6,5,1,12,60.00,62,9.68,5.74,118,90,69,27,3,4,4,2,2,0,0,5,19,9,28,44,7,31,44,41.33
Carter Verhaeghe,T.B,C,52,461.11666666667,8,4,2,2,12,66.67,53,15.09,5.29,92,77,68,25,4,6,8,4,4,0,0,6,11,19,29,68,8,13,16,44.83
Alexandre Texier,CBJ,C,38,451.16666666667,6,6,4,2,12,60.00,54,11.11,4.28,91,71,51,18,2,5,8,4,4,0,0,6,14,16,22,34,8,23,39,37.10
Sam Lafferty,PIT,C,50,443.18333333333,5,7,4,3,12,85.71,52,9.62,3.78,79,68,41,20,2,13,21,9,8,1,0,5,12,16,93,63,14,105,97,51.98
Nicolas Aube-Kubel,PHI,R,45,413.26666666667,5,7,5,2,12,63.16,46,10.87,4.35,89,66,42,24,3,4,15,6,5,1,0,10,9,15,94,51,16,1,1,50.00
Joshua Ho-Sang,NYI,R,32,381.58333333333,3,9,6,3,12,80.00,21,14.29,1.9,38,29,21,9,1,2,6,3,3,0,0,11,25,12,3,39,4,1,3,25.00
Andrej Sekera,"DAL, EDM",D,117,1701.2333333333,1,10,7,3,11,24.44,115,0.87,3.65,260,157,51,7,6,18,24,12,12,0,0,4,74,21,69,172,98,0,0,-
Luke Schenn,"ANA, ARI, T.B, VAN",D,115,1500.8666666667,2,9,2,7,11,28.21,111,1.80,4.1,267,174,56,6,2,20,55,20,15,5,0,11,48,14,382,140,134,0,0,-
Christoffer Ehn,DET,C,114,1068.2666666667,4,7,3,4,11,73.33,78,5.13,6.49,139,104,68,29,5,9,6,3,3,0,0,13,25,8,125,118,48,173,208,45.41
Jack Hughes,N.J,C,61,714.5,2,9,7,2,11,64.71,84,2.38,8.64,134,110,89,49,9,11,10,5,5,0,0,13,34,31,11,67,20,124,226,35.43
Mario Kempe,ARI,R,70,711.75,4,7,4,3,11,55.00,69,5.80,5.04,122,94,63,30,5,6,16,8,8,0,0,12,13,10,120,116,39,145,232,38.46
Andreas Borgman,TOR,D,48,637.61666666667,3,8,3,5,11,33.33,44,6.82,1.62,113,68,22,3,1,4,22,11,11,0,0,2,36,13,120,86,36,0,0,-
Michael Rasmussen,DET,C,62,623.95,2,9,5,4,11,61.11,52,3.85,5.18,102,78,63,28,2,9,22,11,11,0,0,9,25,12,83,78,28,19,31,38.00
Christian Wolanin,OTT,D,43,620.3,4,7,2,5,11,31.43,44,9.09,1.72,82,54,28,4,0,3,6,3,3,0,0,1,28,16,15,41,37,0,0,-
Emil Bemstrom,CBJ,C,56,604.76666666667,4,7,6,1,11,68.75,76,5.26,5.54,124,99,68,23,3,2,4,2,2,0,0,3,15,10,50,66,17,4,8,33.33
Jussi Jokinen,"CBJ, EDM, L.A, VAN",L,60,594.11666666667,4,7,3,4,11,73.33,62,6.45,5.37,118,90,67,27,1,8,4,2,2,0,0,5,15,14,20,22,15,81,65,55.48
Adam Boqvist,CHI,D,41,546.36666666667,4,7,4,3,11,36.67,34,11.76,1.86,77,48,30,6,1,2,6,3,3,0,0,9,25,10,31,58,40,0,0,-
Nail Yakupov,COL,R,58,507.45,5,6,4,2,11,45.83,60,8.33,4.37,100,79,57,13,4,4,16,8,8,0,0,9,12,15,59,30,9,0,1,0.00
Dominic Moore,TOR,C,50,446.85,6,5,2,3,11,61.11,44,13.64,4.34,77,58,53,21,3,4,8,4,4,0,0,6,19,15,40,48,15,167,139,54.58
Chris Wideman,"EDM, FLA, OTT",D,41,409,2,9,3,6,11,57.89,40,5.00,1.59,82,59,21,2,2,6,16,8,8,0,0,5,14,3,50,61,30,0,0,-
Cory Conacher,T.B,C,41,390.53333333333,6,5,2,3,11,91.67,48,12.50,4.3,82,65,48,21,1,7,22,11,11,0,0,12,7,10,34,43,15,3,11,21.43
Adam McQuaid,"BOS, CBJ, NYR",D,88,1191.2,4,6,1,5,10,23.81,66,6.06,2.24,145,101,22,1,0,5,58,23,19,4,0,10,28,14,183,116,107,0,0,-
Josh Brown,FLA,D,93,1170.5166666667,4,6,1,5,10,23.81,75,5.33,3.28,157,107,28,7,0,7,39,14,11,3,0,12,40,19,156,139,71,0,0,-
Dante Fabbro,NSH,D,68,1169.7833333333,4,6,3,3,10,23.81,92,4.35,2.5,190,129,29,3,3,7,28,14,14,0,0,12,34,21,56,120,86,0,0,-
Matt Hunwick,"BUF, PIT",D,56,826.28333333333,2,8,5,3,10,37.04,56,3.57,2.33,115,77,22,7,0,5,23,10,9,1,0,8,20,14,51,88,49,0,0,-
Jordan Nolan,"BUF, STL",C,83,768.56666666667,4,6,3,3,10,52.63,66,6.06,4.96,121,88,57,25,3,6,45,18,15,3,0,10,15,10,145,53,21,1,4,20.00
Sami Niku,WPG,D,48,677,2,8,3,5,10,40.00,46,4.35,1.87,89,61,18,7,2,6,12,6,6,0,0,2,22,5,26,48,49,0,0,-
Derek MacKenzie,FLA,C,76,663.58333333333,2,8,6,2,10,62.50,69,2.90,5.67,99,87,45,22,6,8,15,6,5,1,0,7,11,14,119,62,28,245,194,55.81
Alexandre Burrows,OTT,R,71,663.18333333333,3,7,2,5,10,62.50,71,4.23,5.36,128,106,63,27,5,4,39,14,12,1,1,9,13,5,61,65,23,4,13,23.53
Dylan Gambrell,S.J,C,61,603.96666666667,5,5,2,3,10,43.48,47,10.64,4.91,93,69,60,27,4,2,8,4,4,0,0,1,14,15,52,94,25,170,192,46.96
Torrey Mitchell,"L.A, MTL",C,60,582.8,6,4,4,0,10,62.50,50,12.00,4.32,80,62,52,25,4,9,20,10,10,0,0,6,18,7,53,54,21,165,165,50.00
Joey Anderson,N.J,R,52,578.03333333333,5,5,4,1,10,58.82,63,7.94,5.09,99,79,48,22,1,9,8,4,4,0,0,2,10,13,55,61,9,8,10,44.44
Andy Andreoff,"L.A, PHI","C, L",59,536.86666666667,3,7,5,2,10,71.43,60,5.00,4.64,101,78,49,20,3,5,28,11,9,2,0,9,7,4,97,60,15,27,33,45.00
Drake Batherson,OTT,"C, R",43,526.53333333333,3,7,4,3,10,58.82,37,8.11,3.34,71,57,47,21,2,6,15,6,5,1,0,13,14,10,68,42,31,5,4,55.56
Filip Chlapik,OTT,C,56,514.5,5,5,3,2,10,71.43,55,9.09,4.6,98,84,51,19,3,8,14,7,7,0,0,4,12,19,91,70,29,66,91,42.04
Lukas Radil,S.J,C,50,507.05,6,4,3,1,10,52.63,51,11.76,5.36,90,72,56,29,3,2,10,5,5,0,0,7,13,18,45,87,11,7,6,53.85
Byron Froese,MTL,C,48,491.86666666667,3,7,7,0,10,71.43,46,6.52,4.42,92,63,48,21,0,6,22,11,11,0,0,6,9,18,54,58,29,139,158,46.80
Radim Vrbata,FLA,R,42,471.96666666667,3,7,4,3,10,55.56,63,4.76,4.59,109,85,53,17,6,6,6,3,3,0,0,3,15,20,15,18,15,6,12,33.33
Jonny Brodzinski,"L.A, S.J","C, L",51,467.4,6,4,4,0,10,52.63,72,8.33,5.87,121,96,64,27,4,7,8,4,4,0,0,5,6,8,61,36,16,3,8,27.27
Tomas Jurco,"CHI, EDM","L, R",41,464.18333333333,5,5,3,2,10,66.67,51,9.80,5.37,102,79,65,30,3,8,14,7,7,0,0,6,7,15,26,56,15,5,14,26.32
Jordan Kyrou,STL,C,44,440.98333333333,5,5,5,0,10,55.56,54,9.26,3.84,87,68,54,17,5,1,10,5,5,0,0,6,9,16,10,48,11,4,3,57.14
Karson Kuhlman,BOS,C,36,415.61666666667,3,7,5,2,10,66.67,57,5.26,4.4,101,78,44,26,4,3,13,5,4,1,0,2,7,5,42,60,9,2,3,40.00
Nathan Gerbe,CBJ,C,32,397.88333333333,4,6,3,3,10,76.92,53,7.55,3.57,72,66,35,18,3,6,6,3,3,0,0,4,10,4,49,24,7,6,6,50.00
Colin Blackwell,NSH,C,33,346.18333333333,3,7,5,2,10,58.82,36,8.33,3.11,64,51,35,15,3,6,10,5,5,0,0,9,10,8,53,44,26,48,43,52.75
Carl Dahlstrom,"CHI, WPG",D,64,999.26666666667,0,9,4,5,9,19.57,59,0.00,1.93,135,80,39,5,3,9,10,5,5,0,0,3,45,14,38,77,45,1,0,100.00
Jake Dotchin,"ANA, T.B",D,68,957.01666666667,3,6,4,2,9,21.43,52,5.77,1.94,131,88,21,2,1,6,51,16,13,1,2,11,39,8,141,75,67,0,0,-
Mario Ferraro,S.J,D,61,874.8,1,8,3,5,9,28.13,59,1.69,2.42,137,91,29,8,1,10,24,12,12,0,0,5,17,15,114,132,49,0,0,-
Eric Fehr,"MIN, S.J, TOR",C,90,823.01666666667,5,4,2,2,9,39.13,76,6.58,7.62,144,114,86,47,4,5,26,13,13,0,0,3,14,27,59,67,38,309,300,50.74
Kaapo Kakko,NYR,R,66,767.7,7,2,1,1,9,56.25,84,8.33,6.12,148,105,79,34,7,7,14,7,7,0,0,12,17,31,18,58,11,2,2,50.00
Jori Lehtera,PHI,C,89,765.31666666667,3,6,2,4,9,52.94,58,5.17,4.64,89,67,44,20,1,3,29,13,12,1,0,7,12,18,77,100,25,146,113,56.37
Antoine Vermette,ANA,C,64,716.15,4,5,2,3,9,40.91,73,5.48,6.4,119,93,67,31,7,11,28,14,14,0,0,13,15,13,36,48,31,456,293,60.88
Martin Marincin,TOR,D,52,702.41666666667,2,7,2,5,9,32.14,59,3.39,2.14,149,94,35,4,1,9,16,8,8,0,0,3,46,17,42,48,53,0,0,-
Victor Antipin,BUF,D,47,650.75,0,9,3,6,9,47.37,37,0.00,1.44,73,47,12,2,0,7,10,5,5,0,0,3,12,3,13,33,41,0,0,-
Luke Witkowski,"DET, T.B",R,77,616.75,2,7,4,3,9,42.86,40,5.00,3.01,69,56,26,15,4,2,60,21,15,6,0,11,29,6,161,80,37,1,1,50.00
Paul LaDue,L.A,D,47,605.98333333333,4,5,2,3,9,37.50,45,8.89,1.36,107,65,23,0,1,2,6,3,3,0,0,1,14,4,65,96,38,0,0,-
Joel Ward,S.J,R,52,538.06666666667,3,6,3,3,9,64.29,36,8.33,4.79,75,52,55,30,2,1,18,9,9,0,0,5,11,18,35,55,20,88,92,48.89
Vladislav Kamenev,COL,C,64,484.51666666667,1,8,5,3,9,69.23,43,2.33,3.21,83,55,40,16,4,6,10,5,5,0,0,4,13,19,57,40,19,105,107,49.53
Yohann Auvitu,EDM,D,33,422.65,3,6,2,4,9,34.62,65,4.62,2.17,120,78,35,7,3,6,2,1,1,0,0,2,16,8,18,14,26,0,0,-
Darren Archibald,"OTT, VAN",R,39,408.4,3,6,2,4,9,81.82,32,9.38,2.86,58,49,38,18,2,4,14,4,2,2,0,3,4,4,87,48,17,0,1,0.00
Dmytro Timashov,"DET, TOR",L,44,368.26666666667,4,5,3,2,9,69.23,37,10.81,2.19,66,50,25,9,2,1,14,7,7,0,0,5,7,5,93,38,11,0,0,-
Nicolas Roy,"CAR, VGK",C,35,347.51666666667,4,5,3,2,9,64.29,41,9.76,4.31,66,53,48,27,3,3,10,5,5,0,0,2,6,13,47,26,7,115,108,51.57
Ilya Lyubushkin,ARI,D,92,1253.6333333333,0,8,6,2,8,19.05,68,0.00,2.91,154,106,27,5,2,12,17,7,6,1,0,7,42,19,294,156,109,0,0,-
Alexei Emelin,NSH,D,76,1132.3333333333,1,7,5,2,8,21.05,54,1.85,2.01,129,89,21,3,1,7,28,14,14,0,0,7,34,18,160,146,94,1,0,100.00
Juuso Riikola,PIT,D,73,998.9,1,7,4,3,8,22.86,65,1.54,3.65,149,96,43,10,1,10,16,8,8,0,0,5,27,20,154,147,60,0,0,-
Christian Jaros,OTT,D,76,946.6,1,7,4,3,8,28.57,64,1.56,2.25,128,88,22,4,4,6,24,11,11,0,0,8,44,15,126,136,80,0,0,-
Nate Prosser,"MIN, STL",D,72,830.35,2,6,4,2,8,28.57,36,5.56,1.02,94,57,15,1,2,8,12,6,6,0,0,7,18,11,77,118,88,0,0,-
Johnny Oduya,"OTT, PHI",D,52,766.18333333333,4,4,2,2,8,26.67,55,7.27,1.69,102,74,24,4,3,5,24,12,12,0,0,3,31,10,47,62,61,0,0,-
Colby Cave,"BOS, EDM",C,67,688.75,3,5,2,3,8,53.33,58,5.17,6.04,103,80,73,38,3,5,16,8,8,0,0,1,11,23,88,58,21,216,216,50.00
Noah Juulsen,MTL,D,44,672,2,6,1,5,8,29.63,51,3.92,1.46,113,65,22,3,1,2,6,3,3,0,0,4,30,11,107,95,50,0,0,-
Lias Andersson,NYR,C,66,623.56666666667,2,6,3,3,8,53.33,56,3.57,3.67,84,69,45,22,2,2,16,8,8,0,0,9,14,23,87,73,15,132,163,44.75
Jakub Jerabek,"MTL, STL, WSH",D,37,566.11666666667,2,6,3,3,8,42.11,30,6.67,1.35,73,51,13,2,0,4,6,3,3,0,0,2,32,4,42,60,45,0,0,-
Gustav Olofsson,"MIN, MTL",D,44,529,0,8,2,6,8,40.00,24,0.00,1.13,54,33,16,5,3,6,16,8,8,0,0,1,13,5,23,57,46,0,0,-
Nikolai Prokhorkin,L.A,L,43,488.48333333333,3,5,5,0,8,88.89,60,5.00,5.44,107,78,57,21,2,12,4,2,2,0,0,4,13,19,37,30,7,99,110,47.37
Matthew Highmore,CHI,C,49,478.8,4,4,2,2,8,57.14,60,6.67,5.48,102,76,61,25,4,7,4,2,2,0,0,8,13,15,47,93,14,2,6,25.00
Tanner Fritz,NYI,C,42,476.01666666667,3,5,5,0,8,66.67,32,9.38,3.05,58,45,35,17,2,1,10,4,4,0,0,4,9,4,76,50,31,60,81,42.55
Lee Stempniak,"BOS, CAR",R,39,456.01666666667,2,6,5,1,8,72.73,39,5.13,4.41,87,61,47,19,2,7,4,2,2,0,0,5,23,19,42,50,11,3,11,21.43
Filip Zadina,DET,R,37,451.95,4,4,3,1,8,66.67,50,8.00,4.11,87,67,51,17,4,6,0,0,0,0,0,3,19,15,17,25,13,3,3,50.00
Brendan Gaunce,"BOS, VAN",C,41,446.93333333333,4,4,3,1,8,50.00,48,8.33,3.88,87,68,48,19,4,2,8,4,4,0,0,4,16,11,52,32,10,33,38,46.48
Bogdan Kiselevich,FLA,D,32,445.6,0,8,6,2,8,57.14,13,0.00,0.63,41,22,13,2,0,1,6,3,3,0,0,2,9,4,47,71,21,0,0,-
Alan Quine,"CGY, NYI",C,43,442.68333333333,3,5,2,3,8,61.54,34,8.82,2.75,65,44,37,19,3,3,10,5,5,0,0,0,12,9,52,28,10,51,79,39.23
Nic Petan,"TOR, WPG","C, L",49,408,3,5,3,2,8,61.54,48,6.25,4.02,91,69,48,18,1,7,10,5,5,0,0,3,9,14,13,42,12,24,27,47.06
Garrett Wilson,PIT,L,50,350.35,2,6,4,2,8,66.67,53,3.77,5.42,79,68,55,34,6,10,16,5,3,2,0,6,5,5,112,56,14,3,4,42.86
Carl Grundstrom,L.A,R,28,345.75,4,4,3,1,8,53.33,31,12.90,5.16,79,64,48,30,2,6,12,6,6,0,0,4,6,8,65,29,7,0,0,-
Jimmy Hayes,N.J,R,33,340.83333333333,2,6,3,3,8,72.73,28,7.14,2.69,53,37,32,14,0,5,6,3,3,0,0,1,8,12,48,39,6,4,7,36.36
Saku Maenalanen,CAR,R,34,303.56666666667,4,4,3,1,8,61.54,36,11.11,3.52,55,46,34,19,4,5,6,3,3,0,0,2,8,12,45,30,10,5,12,29.41
Dennis Cholowski,DET,D,88,1327,3,4,3,1,7,18.92,85,3.53,3.88,181,138,51,9,2,8,20,10,10,0,0,4,59,7,30,82,78,1,0,100.00
Korbinian Holzer,"ANA, NSH",D,87,1136.6166666667,2,5,0,5,7,18.42,61,3.28,2.89,122,90,34,9,2,8,37,17,16,1,0,4,46,7,152,128,120,0,0,-
Brandon Davidson,"CGY, CHI, EDM, MTL, NYI, S.J",D,73,1023.5166666667,4,3,2,1,7,21.88,80,5.00,2.9,176,115,29,3,2,10,26,10,8,2,0,2,53,17,141,168,111,0,0,-
Maxime Lajoie,OTT,D,62,882.41666666667,3,4,2,2,7,25.00,60,5.00,2.64,132,88,35,8,3,9,18,9,9,0,0,2,41,11,35,96,63,0,0,-
Julius Honka,DAL,D,71,842.21666666667,1,6,5,1,7,23.33,70,1.43,2.58,145,94,37,5,1,8,18,8,8,0,0,6,41,6,33,113,55,0,1,0.00
Igor Ozhiganov,TOR,D,53,735.83333333333,3,4,2,2,7,22.58,43,6.98,1.29,130,73,18,1,1,6,14,7,7,0,0,1,34,10,57,71,48,0,0,-
Frederick Gaudreau,NSH,C,75,662.63333333333,3,4,1,3,7,35.00,54,5.56,5.26,103,83,56,30,3,7,4,2,2,0,0,11,11,18,33,55,24,220,232,48.67
Andrej Sustr,"ANA, T.B",D,49,598.06666666667,2,5,5,0,7,31.82,51,3.92,1.91,103,73,23,4,4,1,14,7,7,0,0,0,16,5,12,53,38,0,0,-
Nicolas Hague,VGK,D,38,567.1,0,7,4,3,7,21.88,47,0.00,1.66,121,68,34,2,3,9,22,11,11,0,0,4,10,13,69,78,26,0,0,-
Gaetan Haas,EDM,C,58,517.88333333333,4,3,2,1,7,58.33,52,7.69,4.84,90,71,48,26,5,5,0,0,0,0,0,10,21,22,56,84,28,154,220,41.18
Lance Bouma,CHI,L,53,495.21666666667,3,4,3,1,7,46.67,55,5.45,6.68,80,69,61,40,3,8,14,7,7,0,0,9,8,4,131,80,22,13,16,44.83
Martin Hanzal,DAL,C,45,452.13333333333,2,5,2,3,7,70.00,49,4.08,4.6,95,76,54,22,6,5,15,6,5,1,0,3,7,7,71,28,20,218,151,59.08
Justin Dowling,DAL,C,40,402.51666666667,3,4,4,0,7,58.33,34,8.82,3.25,62,47,36,19,0,4,8,4,4,0,0,0,10,17,36,31,19,65,73,47.10
